"","value"
"1878",92.27
"1879",90.02
"1880",105.2
"1881",101.14
"1882",76.89
"1883",30.77
"1884",46.84
"1885",62.25
"1886",37.21
"1887",54.87
"1888",42.03
"1889",39.29
"1890",29.11
"1891",31.26
"1892",48.01
"1893",37.84
"1894",18.25
"1895",10.04
"1896",39.93
"1897",111.71
"1898",16.31
"1899",49.48
"1900",50.4
"1901",59.34
"1902",31.96
"1903",49.2
"1904",38.21
"1905",37.54
"1906",89.95
"1907",43.9
"1908",39.52
"1909",44.67
"1910",44.08
"1911",51.83
"1912",37.83
"1913",12.78
"1914",25.07
"1915",111.3
"1916",24.32
"1917",35.58
"1918",41.49
"1919",29.98
"1920",41.81
"1921",85.36
"1922",32.4
"1923",32.49
"1924",28.56
"1925",28.7
"1926",41.41
"1927",23.64
"1928",59.01
"1929",55.9
"1930",71.75
"1931",66.74
"1932",68.06
"1933",58.26
"1934",80.4
"1935",73.41
"1936",67.7
"1937",80.82
"1938",90.43
"1939",95.01
"1940",79.38
"1941",58.22
"1942",118.66
"1943",116.57
"1944",129.37
"1945",69.57
"1946",84.48
"1947",79.77
"1948",64.98
"1949",66.21
"1950",113.02
"1951",123.46
"1952",75.46
"1953",123.18
"1954",79.44
"1955",102.01
"1956",123.86
"1957",99.31
"1958",120.07
"1959",81.92
"1960",109.62
"1961",62.04
"1962",107.45
"1963",74.47
"1964",99.58
"1965",100.99
"1966",70.91
"1967",104.68
"1968",97.74
"1969",126.72
"1970",79.81
"1971",65.09
"1972",124.86
"1973",115.44
"1974",84.97
"1975",128.28
"1976",95.38
"1977",128.37
"1978",76.13
"1979",69.11
"1980",75.45
"1981",80.01
"1982",58.64
"1983",86.35
"1984",77.71
"1985",53.94
"1986",128.3
"1987",132.03
"1988",90.4
"1989",94.21
"1990",134.88
"1991",98.17
"1992",73.64
"1993",73.51
"1994",125.48
"1995",95.9
"1996",89.47
"1997",70.58
"1998",95.63
"1999",88.45
"2000",118.58
"2001",76.81
"2002",31.07
"2003",14.18
"2004",24.33
"2005",42.57
"2006",141.67
"2007",29.18
"2008",30.02
"2009",28.11
"2010",131.3
"2011",117.64
"2012",125.99
"2013",119.27
"2014",105.89
"2015",134.47
"2016",122.69
"2017",129.73
"2018",113.59
"2019",128.75
"2020",133.27
"2021",122.1
"2022",127.58
"2023",121.56
"2024",119.97
"2025",131.71
"2026",112.74
"2027",125.98
"2028",110.81
"2029",126.19
"2030",123.56
"2031",127.25
"2032",129.12
"2033",134.5
"2034",108.37
"2035",125.14
"2036",200.76
"2037",32.32
"2038",42.21
"2039",37.39
"2040",40.31
"2041",33.09
"2042",32.67
"2043",37.01
"2044",32.47
"2045",24.13
"2046",31.72
"2047",34.24
"2048",50.34
"2049",51.96
"2050",39.04
"2051",44.46
"2052",44.81
"2053",48.82
"2054",44.94
"2055",39.83
"2056",53.63
"2057",40.19
"2058",31.71
"2059",24.88
"2060",25.51
"2061",51.25
"2062",35.18
"2063",42.93
"2064",33.12
"2065",28.4
"2066",32.47
"2067",51.59
"2068",41.71
"2069",44.05
"2070",94.6
"2071",95.89
"2072",121.17
"2073",130.38
"2074",137.25
"2075",134.63
"2076",86.22
"2077",110.65
"2078",109.38
"2079",89.21
"2080",111.14
"2081",122.29
"2082",109.48
"2083",99.66
"2084",133.71
"2085",101.35
"2086",110.21
"2087",84.82
"2088",122.48
"2089",123.7
"2090",116.2
"2091",129.24
"2092",101
"2093",135.9
"2094",97.55
"2095",105.87
"2096",111.51
"2097",96.42
"2098",108.68
"2099",85.09
"2100",92.31
"2101",115.01
"2102",102.9
"2103",139.66
"2104",67.53
"2105",90.33
"2106",73.68
"2107",59.65
"2108",79.31
"2109",74.28
"2110",87.18
"2111",81.07
"2112",65.95
"2113",52.89
"2114",24.61
"2115",7.53
"2116",21.61
"2117",18.46
"2118",25.73
"2119",19.67
"2120",9.14
"2121",14.7
"2122",14.53
"2123",51.56
"2124",52.62
"2125",60.18
"2126",47.68
"2127",31.53
"2128",61.43
"2129",97.63
"2130",54.87
"2131",50.4
"2132",58.25
"2133",49.74
"2134",55.98
"2135",50.75
"2136",100.41
"2137",56.92
"2138",52.63
"2139",54.27
"2140",48.67
"2141",44.31
"2142",19.24
"2143",14.7
"2144",245.96
"2145",224.59
"2146",225.44
"2147",245.72
"2148",270.18
"2149",226.91
"2150",212.6
"2151",242.06
"2152",251.86
"2153",236.03
"2154",237.04
"2155",225.31
"2156",244.86
"2157",244.53
"2158",234.92
"2159",227.04
"2160",243.11
"2161",244.13
"2162",238.3
"2163",246.54
"2164",214.49
"2165",236.91
"2166",252.73
"2167",234.48
"2168",247.64
"2169",247.4
"2170",243.84
"2171",244.17
"2172",238.6
"2173",246.92
"2174",253.36
"2175",241.97
"2176",259.24
"2177",233.6
"2178",240.56
"2179",242.59
"2180",265.72
"2181",270.04
"2182",270.22
"2183",254.38
"2184",261.41
"2185",246.02
"2186",257.92
"2187",273.68
"2188",270.15
"2189",253.63
"2190",244.89
"2191",260.34
"2192",280.55
"2193",272.61
"2194",252.44
"2195",263.55
"2196",255.26
"2197",223.41
"2198",213.07
"2199",203.7
"2200",200.87
"2201",229.9
"2202",228.87
"2203",232.22
"2204",225.82
"2205",188.5
"2206",232.95
"2207",209.72
"2208",208.9
"2209",227.05
"2210",298.33
"2211",273.89
"2212",259.98
"2213",314.3
"2214",303.4
"2215",303.8
"2216",306.42
"2217",311.07
"2218",343.17
"2219",326.33
"2220",337.91
"2221",315.28
"2222",308.67
"2223",296.51
"2224",305.79
"2225",324.12
"2226",322.05
"2227",301.77
"2228",292.37
"2229",315.14
"2230",308.6
"2231",293.13
"2232",299.95
"2233",322.73
"2234",300.47
"2235",296.83
"2236",284.21
"2237",306.86
"2238",282.74
"2239",284.88
"2240",286.85
"2241",290.86
"2242",290.74
"2243",278.25
"2244",283.36
"2245",288.41
"2246",274.55
"2247",284.99
"2248",323.41
"2249",331.69
"2250",339.63
"2251",307.1
"2252",343.29
"2253",326.41
"2254",314.91
"2255",323.01
"2256",334.18
"2257",296.92
"2258",308.39
"2259",283.11
"2260",306.3
"2261",304.05
"2262",297.16
"2263",290.24
"2264",307.64
"2265",308.86
"2266",300.12
"2267",292.5
"2268",281.27
"2269",251.42
"2270",267.49
"2271",257.54
"2272",245.36
"2273",266.46
"2274",251.92
"2275",277.22
"2276",274.33
"2277",236.6
"2278",262.55
"2279",275.52
"2280",268.45
"2281",251.34
"2282",270.73
"2283",249.98
"2284",263.16
"2285",254.16
"2286",256.95
"2287",278.96
"2288",278.96
"2289",247.35
"2290",299.54
"2291",304.68
"2292",290.95
"2293",302.81
"2294",296.92
"2295",301.04
"2296",284.17
"2297",310.64
"2298",282.65
"2299",290.03
"2300",286.38
"2301",311.34
"2302",289.9
"2303",290.51
"2304",288.18
"2305",303.57
"2306",284.23
"2307",311.66
"2308",292.29
"2309",206.02
"2310",208.87
"2311",156.76
"2312",153.22
"2313",196.99
"2314",180
"2315",163.3
"2316",142.89
"2317",145.15
"2318",174.83
"2319",209.69
"2320",153.05
"2321",185.26
"2322",174.81
"2323",190.84
"2324",156.12
"2325",165.17
"2326",173.58
"2327",169.07
"2328",168.26
"2329",166.22
"2330",165.78
"2331",167.31
"2332",171.52
"2333",156.92
"2334",173.7
"2335",174.72
"2336",163.29
"2337",184.66
"2338",161.43
"2339",160.29
"2340",206.03
"2341",193.63
"2342",187.38
"2343",205.97
"2344",183.31
"2345",200.37
"2346",192.84
"2347",200.78
"2348",200.82
"2349",195.99
"2350",151.34
"2351",143.32
"2352",137.52
"2353",131.33
"2354",126.61
"2355",158.16
"2356",123.99
"2357",127.2
"2358",159.53
"2359",123.67
"2360",131.17
"2361",109.62
"2362",148.4
"2363",119.47
"2364",140.98
"2365",148.18
"2366",137.57
"2367",123.77
"2368",136.53
"2369",132.48
"2370",152.07
"2371",119.96
"2372",112.12
"2373",139.43
"2374",182.56
"2375",184.8
"2376",161.6
"2377",170.81
"2378",171.86
"2379",159.75
"2380",178.49
"2381",139.38
"2382",151.3
"2383",169.3
"2384",148.3
"2385",195.04
"2386",159.27
"2387",161.18
"2388",142.6
"2389",170.49
"2390",150.07
"2391",157.59
"2392",168.96
"2393",189.05
"2394",177.74
"2395",186.92
"2396",174.66
"2397",158.81
"2398",177.41
"2399",145.27
"2400",152.42
"2401",135.72
"2402",146.19
"2403",146.61
"2404",140.6
"2405",131.61
"2406",135.71
"2407",133.76
"2408",148.21
"2409",139.99
"2410",209.77
"2411",226.4
"2412",237.03
"2413",216.1
"2414",210.18
"2415",201.03
"2416",199.43
"2417",193.97
"2418",232.58
"2419",228.04
"2420",177.13
"2421",151.91
"2422",170.22
"2423",180.11
"2424",174.95
"2425",166.23
"2426",157.28
"2427",187.52
"2428",149.28
"2429",165.4
"2430",160.92
"2431",160.45
"2432",190.71
"2433",166.77
"2434",187.29
"2435",194.68
"2436",132.17
"2437",110.24
"2438",115.7
"2439",124.69
"2440",118.25
"2441",117.85
"2442",108.53
"2443",129.51
"2444",121.29
"2445",100.23
"2446",106.92
"2447",204.21
"2448",197.16
"2449",199.03
"2450",212.52
"2451",193.51
"2452",182.88
"2453",211.85
"2454",194.18
"2455",200.92
"2456",212.48
"2457",217.16
"2458",204.05
"2459",212.8
"2460",189.71
"2461",206.31
"2462",231.6
"2463",223.71
"2464",219.5
"2465",229.58
"2466",212.23
"2467",223.96
"2468",223.58
"2469",215.32
"2470",218.06
"2471",215.99
"2472",243.13
"2473",232.9
"2474",246.55
"2475",279.04
"2476",227.58
"2477",269.02
"2478",234.76
"2479",244.92
"2480",262.02
"2481",231.49
"2482",262.61
"2483",223.45
"2484",224.64
"2485",236.87
"2486",214.59
"2487",235.7
"2488",209.98
"2489",242.52
"2490",226.05
"2491",241.47
"2492",207.19
"2493",218.04
"2494",232.74
"2495",242.11
"2496",226.4
"2497",233.5
"2498",256.22
"2499",248.74
"2500",253.94
"2501",272.98
"2502",264.35
"2503",253.37
"2504",258.58
"2505",292.67
"2506",285.89
"2507",294.2
"2508",264.98
"2509",275.69
"2510",265.88
"2511",306.7
"2512",280.18
"2513",281.53
"2514",271.63
"2515",278.19
"2516",217.15
"2517",214.37
"2518",208.64
"2519",210.48
"2520",209
"2521",201.47
"2522",202.48
"2523",221.02
"2524",225.32
"2525",214.64
"2526",231.07
"2527",203.17
"2528",201.17
"2529",205.5
"2530",181.31
"2531",187.59
"2532",198.38
"2533",192.73
"2534",184.91
"2535",190.32
"2536",200.37
"2537",184.19
"2538",189.98
"2539",176.99
"2540",397.27
"2541",372.67
"2542",381.78
"2543",381.58
"2544",440.03
"2545",411.99
"2546",420.43
"2547",430.56
"2548",420.04
"2549",414.13
"2550",430.18
"2551",436.61
"2552",439.65
"2553",413.67
"2554",418
"2555",465.52
"2556",424.04
"2557",419.45
"2558",428.56
"2559",414.17
"2560",430.67
"2561",458.37
"2562",430.13
"2563",426.42
"2564",444.56
"2565",407.29
"2566",405.53
"2567",399.56
"2568",403.94
"2569",403.44
"2570",397.2
"2571",391.44
"2572",422.36
"2573",396.94
"2574",417.77
"2575",411.01
"2576",407.89
"2577",395.45
"2578",418.73
"2579",407.43
"2580",400.72
"2581",411.99
"2582",415.42
"2583",401.11
"2584",413.88
"2585",411.87
"2586",406.41
"2587",405.39
"2588",391.25
"2589",408.56
"2590",390.18
"2591",393.51
"2592",409.07
"2593",391
"2594",393.28
"2595",380.45
"2596",383.89
"2597",390.93
"2598",381.57
"2599",403.84
"2600",386.36
"2601",407.25
"2602",397.63
"2603",359.24
"2604",354.37
"2605",366.41
"2606",343.97
"2607",373.47
"2608",373.26
"2609",356.81
"2610",365.37
"2611",363.39
"2612",372.5
"2613",351.15
"2614",355
"2615",352.99
"2616",373.03
"2617",366.37
"2618",378.34
"2619",367.46
"2620",372.19
"2621",373.96
"2622",372.11
"2623",390.85
"2624",380.36
"2625",378.38
"2626",382.91
"2627",376.57
"2628",364.56
"2629",379.67
"2630",377.25
"2631",381.62
"2632",371.71
"2633",381.25
"2634",379.03
"2635",370.43
"2636",367.09
"2637",369.72
"2638",375.17
"2639",369.9
"2640",355.9
"2641",371.56
"2642",360.92
"2643",360.66
"2644",372.14
"2645",375.99
"2646",371.61
"2647",370.74
"2648",382.8
"2649",379.39
"2650",386.81
"2651",377.5
"2652",375.65
"2653",376.97
"2654",374.28
"2655",372.79
"2656",372.78
"2657",430.2
"2658",454.57
"2659",423.79
"2660",418.62
"2661",432.28
"2662",442.67
"2663",427.5
"2664",457.23
"2665",423.62
"2666",423.09
"2667",437.52
"2668",442.85
"2669",431.58
"2670",464.32
"2671",460.42
"2672",385.79
"2673",384.12
"2674",387.44
"2675",385.42
"2676",385.34
"2677",385.38
"2678",389.71
"2679",385.31
"2680",381.28
"2681",386.17
"2682",390.36
"2683",392.24
"2684",388.83
"2685",357.78
"2686",375.34
"2687",394.89
"2688",407.8
"2689",374.26
"2690",366.09
"2691",355.56
"2692",359.08
"2693",395.08
"2694",400.47
"2695",367.13
"2696",402.56
"2697",409.64
"2698",383.99
"2699",369.24
"2700",358.9
"2701",391.58
"2702",360.1
"2703",344.71
"2704",368.09
"2705",368.83
"2706",337.87
"2707",348.11
"2708",355.72
"2709",351.06
"2710",366.97
"2711",360.53
"2712",368.6
"2713",363.13
"2714",374.16
"2715",362.13
"2716",335.38
"2717",356.73
"2718",359.28
"2719",344.84
"2720",364.96
"2721",358.51
"2722",352.01
"2723",339.03
"2724",353.08
"2725",344.6
"2726",355.59
"2727",343.99
"2728",325.73
"2729",338.01
"2730",335.18
"2731",328.85
"2732",341.52
"2733",324.36
"2734",348.21
"2735",330.84
"2736",348.04
"2737",340.04
"2738",326.25
"2739",336.05
"2740",332.19
"2741",341.92
"2742",342.87
"2743",337.7
"2744",329.88
"2745",312.47
"2746",314.22
"2747",325.33
"2748",296.13
"2749",301.42
"2750",294.69
"2751",303.47
"2752",308.31
"2753",304.07
"2754",311.94
"2755",288.98
"2756",299.22
"2757",316.67
"2758",325.07
"2759",319.99
"2760",318.24
"2761",305.05
"2762",327.66
"2763",310.43
"2764",302.1
"2765",320.73
"2766",335.7
"2767",317.35
"2768",327.52
"2769",342.62
"2770",350.47
"2771",320.11
"2772",319.2
"2773",331.62
"2774",326.16
"2775",346.27
"2776",335.23
"2777",323.62
"2778",318.09
"2779",322.41
"2780",335.11
"2781",347.9
"2782",340.96
"2783",319.54
"2784",330.81
"2785",337.33
"2786",337.15
"2787",326.27
"2788",312.74
"2789",317.64
"2790",313.87
"2791",312.39
"2792",317.45
"2793",320.06
"2794",334.13
"2795",336.94
"2796",325.07
"2797",319.3
"2798",316.79
"2799",329.61
"2800",324.98
"2801",302.97
"2802",305.74
"2803",312.03
"2804",315.82
"2805",313.94
"2806",333.18
"2807",311.08
"2808",308.53
"2809",313.71
"2810",313.13
"2811",328.49
"2812",355.68
"2813",330.32
"2814",313.78
"2815",350.29
"2816",339.46
"2817",329.99
"2818",317.7
"2819",327.77
"2820",336.05
"2821",336.62
"2822",319.08
"2823",314.69
"2824",355.68
"2825",322.33
"2826",338.6
"2827",329.26
"2828",252.18
"2829",324.37
"2830",316.27
"2831",335.07
"2832",340.84
"2833",355.77
"2834",334.69
"2835",315.84
"2836",346.36
"2837",328.58
"2838",350.98
"2839",330.49
"2840",348.68
"2841",336.49
"2842",342.76
"2843",320.56
"2844",345.29
"2845",332.86
"2846",341.34
"2847",330.94
"2848",326.17
"2849",344.75
"2850",325.24
"2851",342.49
"2852",281.17
"2853",298.72
"2854",290.21
"2855",304.3
"2856",278.04
"2857",301.39
"2858",302.77
"2859",309.64
"2860",300.73
"2861",314.16
"2862",294.02
"2863",295.34
"2864",281.49
"2865",288.29
"2866",297.6
"2867",311.26
"2868",297.03
"2869",287.33
"2870",309.56
"2871",289.91
"2872",259.21
"2873",234.18
"2874",254.49
"2875",239.52
"2876",254.44
"2877",259.21
"2878",253.87
"2879",249.02
"2880",248.62
"2881",255.32
"2882",250.81
"2883",251.57
"2884",253.2
"2885",249.73
"2886",245.19
"2887",247.77
"2888",246.67
"2889",259.79
"2890",243.26
"2891",243.66
"2892",234.01
"2893",239.5
"2894",255.16
"2895",252.73
"2896",242.38
"2897",255.94
"2898",231.37
"2899",248.31
"2900",248.97
"2901",278.31
"2902",255.71
"2903",263.01
"2904",285.55
"2905",269.21
"2906",298.07
"2907",261.02
"2908",253.88
"2909",274.43
"2910",288.53
"2911",275.52
"2912",258.33
"2913",267.3
"2914",265.22
"2915",276.98
"2916",284.87
"2917",297.37
"2918",261.44
"2919",296.5
"2920",303.31
"2921",305.15
"2922",294.3
"2923",289.25
"2924",268.28
"2925",271.02
"2926",301.23
"2927",281.39
"2928",292.34
"2929",240.76
"2930",280.5
"2931",295.94
"2932",282.12
"2933",295.13
"2934",242.68
"2935",225.99
"2936",273.44
"2937",285.06
"2938",288.94
"2939",301.96
"2940",293.85
"2941",302.83
"2942",257.3
"2943",273.45
"2944",301.21
"2945",252.64
"2946",267.89
"2947",237.19
"2948",262.44
"2949",250.46
"2950",243.65
"2951",248.5
"2952",258.62
"2953",246.4
"2954",285.61
"2955",255.15
"2956",259.84
"2957",254.36
"2958",223.62
"2959",271.74
"2960",271.95
"2961",263.68
"2962",270.44
"2963",261.05
"2964",271.16
"2965",231.88
"2966",353.95
"2967",340.9
"2968",329.12
"2969",322.22
"2970",341.85
"2971",338.37
"2972",326.38
"2973",321.28
"2974",348.43
"2975",353.23
"2976",323.03
"2977",329.26
"2978",349.09
"2979",334.36
"2980",321.3
"2981",341.21
"2982",338.69
"2983",343.36
"2984",331.6
"2985",336.21
"2986",338.14
"2987",346.63
"2988",332.18
"2989",343.04
"2990",342.58
"2991",332.74
"2992",335.49
"2993",317.21
"2994",343.66
"2995",330.69
"2996",328.59
"2997",330.87
"2998",347.32
"2999",341.55
"3000",331.22
"3001",320.7
"3002",350.29
"3003",353.65
"3004",343.01
"3005",334.47
"3006",331.41
"3007",349.5
"3008",335.45
"3009",332.75
"3010",332.88
"3011",347.48
"3012",347.41
"3013",323.44
"3014",343.68
"3015",314.23
"3016",347.01
"3017",331.25
"3018",338.69
"3019",350.6
"3020",333.78
"3021",322.91
"3022",347.32
"3023",330.23
"3024",336.79
"3025",349.91
"3026",344.14
"3027",342.34
"3028",345.71
"3029",315.66
"3030",337.99
"3031",333.27
"3032",334.49
"3033",335.62
"3034",345.35
"3035",342.26
"3036",335.95
"3037",335.46
"3038",344.15
"3039",334.42
"3040",343.01
"3041",315.84
"3042",288.32
"3043",307.74
"3044",316.96
"3045",286.42
"3046",302.4
"3047",287.55
"3048",308.13
"3049",293.27
"3050",292.54
"3051",280.86
"3052",298.92
"3053",300.38
"3054",322.56
"3055",324.57
"3056",306.17
"3057",293.88
"3058",296.7
"3059",295.66
"3060",307.46
"3061",319.25
"3062",293.29
"3063",296.71
"3064",292.49
"3065",310.73
"3066",297.08
"3067",321.71
"3068",299.79
"3069",311.34
"3070",316.72
"3071",316.03
"3072",287.88
"3073",308.83
"3074",298.05
"3075",272.44
"3076",296.62
"3077",295.43
"3078",316.51
"3079",311.21
"3080",287.81
"3081",322.75
"3082",297.51
"3083",276.36
"3084",307.1
"3085",312.21
"3086",301.65
"3087",310.55
"3088",286.13
"3089",305.1
"3090",304.03
"3091",314.06
"3092",291.81
"3093",322.4
"3094",305.31
"3095",313.65
"3096",305.48
"3097",294
"3098",315.59
"3099",308.15
"3100",309.7
"3101",282.89
"3102",310.24
"3103",320
"3104",300.8
"3105",309.93
"3106",295.98
"3107",313.33
"3108",313.67
"3109",292.17
"3110",275.9
"3111",303.97
"3112",314.87
"3113",292.5
"3114",274.29
"3115",299.51
"3116",322.58
"3117",302.26
"3118",284.74
"3119",307.83
"3120",305.22
"3121",322.24
"3122",314.08
"3123",320.75
"3124",317.68
"3125",303.09
"3126",314.8
"3127",323.32
"3128",323.19
"3129",298.27
"3130",304.58
"3131",316.75
"3132",308.87
"3133",300.07
"3134",298.07
"3135",319.14
"3136",287.88
"3137",315.88
"3138",314.16
"3139",290.3
"3140",300.45
"3141",320.4
"3142",322.84
"3143",300.18
"3144",311.47
"3145",298.16
"3146",290.23
"3147",318.2
"3148",308.28
"3149",286.92
"3150",311.2
"3151",300.06
"3152",305.83
"3153",305.43
"3154",322.59
"3155",294.66
"3156",306.57
"3157",312.98
"3158",320.98
"3159",313.06
"3160",445.07
"3161",422.49
"3162",431.07
"3163",419.36
"3164",435.73
"3165",420.66
"3166",426.71
"3167",447.44
"3168",447.13
"3169",451.58
"3170",459.95
"3171",415.26
"3172",429.61
"3173",432.08
"3174",420.94
"3175",435.75
"3176",455.76
"3177",415.33
"3178",425.02
"3179",452.95
"3180",414.72
"3181",428.51
"3182",403.24
"3183",451.75
"3184",406.19
"3185",405.56
"3186",434.42
"3187",406.95
"3188",433.88
"3189",427.24
"3190",431.31
"3191",421.55
"3192",412.69
"3193",415.18
"3194",424.12
"3195",436.5
"3196",436.68
"3197",416.92
"3198",446.08
"3199",435.96
"3200",436.4
"3201",412.55
"3202",435.19
"3203",436.34
"3204",436.88
"3205",423.85
"3206",456.22
"3207",424.05
"3208",455.61
"3209",440.34
"3210",444.91
"3211",414.08
"3212",436.9
"3213",410.01
"3214",447.61
"3215",445.19
"3216",454.18
"3217",461.13
"3218",419.91
"3219",439.6
"3220",440
"3221",436.98
"3222",452.16
"3223",439.86
"3224",437.96
"3225",416.17
"3226",427.59
"3227",430.66
"3228",425.46
"3229",435.8
"3230",437.44
"3231",436.16
"3232",432.55
"3233",436.67
"3234",458.47
"3235",419.55
"3236",422.01
"3237",449.3
"3238",427.05
"3239",446.82
"3240",455.6
"3241",403.48
"3242",415.37
"3243",406.44
"3244",419.41
"3245",427.64
"3246",454.48
"3247",411.67
"3248",460.28
"3249",406.72
"3250",430.38
"3251",407.14
"3252",438.33
"3253",419.32
"3254",413.45
"3255",419.75
"3256",423.26
"3257",433.53
"3258",403.65
"3259",433.93
"3260",423.65
"3261",424.16
"3262",427.11
"3263",407.42
"3264",415.34
"3265",400.9
"3266",439.69
"3267",422.52
"3268",428.84
"3269",407.13
"3270",420.74
"3271",423.72
"3272",419.39
"3273",434.7
"3274",431.35
"3275",428.6
"3276",432.48
"3277",428.58
"3278",432.55
"3279",456.68
"3280",456.84
"3281",447.44
"3282",444.5
"3283",473.86
"3284",442.97
"3285",472.18
"3286",473.03
"3287",448.64
"3288",460.78
"3289",451.26
"3290",435.67
"3291",442.95
"3292",444.68
"3293",459.77
"3294",458.16
"3295",433.54
"3296",462.17
"3297",454.6
"3298",461.72
"3299",471.19
"3300",464.33
"3301",458.91
"3302",460.83
"3303",451.99
"3304",473.08
"3305",467.92
"3306",453.43
"3307",466.01
"3308",429.14
"3309",457.85
"3310",439.24
"3311",467.43
"3312",456.39
"3313",429.03
"3314",468.77
"3315",443.89
"3316",452.5
"3317",448.22
"3318",456.63
"3319",456.26
"3320",460.82
"3321",428.82
"3322",441.48
"3323",459.17
"3324",449.62
"3325",452.85
"3326",468.06
"3327",429.79
"3328",460.32
"3329",467.08
"3330",461.21
"3331",457.34
"3332",476.16
"3333",452.4
"3334",446.86
"3335",465.1
"3336",463.05
"3337",443.78
"3338",449.59
"3339",467.1
"3340",463.15
"3341",456.11
"3342",442.49
"3343",427.92
"3344",455.87
"3345",449.1
"3346",469.05
"3347",433.63
"3348",464.24
"3349",455.75
"3350",461.93
"3351",475.92
"3352",471.34
"3353",469.83
"3354",445.31
"3355",451.87
"3356",464.01
"3357",426.71
"3358",457.4
"3359",447.29
"3360",459.69
"3361",457.84
"3362",459.8
"3363",469.51
"3364",436.24
"3365",440.61
"3366",437.95
"3367",454.19
"3368",459.21
"3369",444.57
"3370",434.59
"3371",440.63
"3372",461.19
"3373",446.45
"3374",446.07
"3375",401.79
"3376",378.14
"3377",411.51
"3378",394.85
"3379",376.57
"3380",386.64
"3381",396.76
"3382",364.77
"3383",403.87
"3384",362.58
"3385",389.06
"3386",407.81
"3387",370.03
"3388",384.79
"3389",365.89
"3390",382.99
"3391",377.31
"3392",400.67
"3393",376.34
"3394",381.8
"3395",363.27
"3396",361.23
"3397",383.74
"3398",384.95
"3399",367.94
"3400",379.81
"3401",361.69
"3402",379.18
"3403",379.38
"3404",364.32
"3405",401.16
"3406",361.01
"3407",378.08
"3408",382.58
"3409",368.31
"3410",397.82
"3411",363.08
"3412",403.97
"3413",366.16
"3414",403.43
"3415",366.13
"3416",359.36
"3417",368.6
"3418",362.21
"3419",368.51
"3420",391.8
"3421",372.59
"3422",388.71
"3423",366.62
"3424",367.81
"3425",384.93
"3426",394.54
"3427",379.42
"3428",386.08
"3429",364.67
"3430",387.01
"3431",395.53
"3432",365.9
"3433",393.58
"3434",402.47
"3435",376.74
"3436",374.38
"3437",368.61
"3438",389.88
"3439",390.72
"3440",407.56
"3441",409.18
"3442",372.47
"3443",404.77
"3444",402.08
"3445",360.83
"3446",394.12
"3447",406.06
"3448",383.49
"3449",391.65
"3450",399.6
"3451",405.06
"3452",372.86
"3453",371.51
"3454",362.28
"3455",388.43
"3456",377.21
"3457",384.19
"3458",405.93
"3459",381.81
"3460",366.33
"3461",381.55
"3462",403.39
"3463",362.34
"3464",389.48
"3465",397.65
"3466",367.19
"3467",351.23
"3468",341.11
"3469",362.7
"3470",350.2
"3471",353.19
"3472",336.62
"3473",363.25
"3474",360.99
"3475",363.1
"3476",354.45
"3477",344
"3478",360.99
"3479",355.13
"3480",362.72
"3481",346.18
"3482",351.05
"3483",356.97
"3484",363.09
"3485",353.87
"3486",358.26
"3487",351.98
"3488",356.6
"3489",344.12
"3490",342.92
"3491",342.92
"3492",350.5
"3493",348.98
"3494",358.75
"3495",357.88
"3496",358.32
"3497",348.15
"3498",340.25
"3499",356.31
"3500",355.48
"3501",361.01
"3502",359.4
"3503",360.48
"3504",341.2
"3505",349.51
"3506",363.85
"3507",345.06
"3508",353.5
"3509",354.7
"3510",343.45
"3511",359.32
"3512",346.2
"3513",346.18
"3514",348.1
"3515",342.27
"3516",349.66
"3517",358.7
"3518",345.64
"3519",358.34
"3520",350.06
"3521",352.6
"3522",369.52
"3523",368.08
"3524",350.93
"3525",342.78
"3526",364.45
"3527",371.24
"3528",372.84
"3529",359.94
"3530",370.78
"3531",348.29
"3532",344.74
"3533",359.14
"3534",369.2
"3535",379.42
"3536",348.29
"3537",361.2
"3538",347.32
"3539",367.98
"3540",365.48
"3541",364.54
"3542",353.24
"3543",366.67
"3544",351.33
"3545",346.79
"3546",347.24
"3547",365.52
"3548",343.51
"3549",346.35
"3550",360.45
"3551",354.42
"3552",365.76
"3553",363.99
"3554",329.4
"3555",313.65
"3556",322.32
"3557",325.33
"3558",323.47
"3559",327
"3560",310.44
"3561",316.98
"3562",330.13
"3563",326.03
"3564",328.83
"3565",323.43
"3566",324.64
"3567",326.64
"3568",313.9
"3569",331.2
"3570",330.48
"3571",330.95
"3572",326.26
"3573",326.4
"3574",321.3
"3575",335.69
"3576",329.15
"3577",325.93
"3578",319.76
"3579",339.49
"3580",322.2
"3581",314.39
"3582",329.73
"3583",330.11
"3584",318.3
"3585",338.03
"3586",330.04
"3587",326.8
"3588",322.23
"3589",322.99
"3590",322.93
"3591",323.82
"3592",314.74
"3593",328.89
"3594",321.86
"3595",330.22
"3596",327.56
"3597",308.49
"3598",327.14
"3599",322.26
"3600",324.85
"3601",325.54
"3602",314.89
"3603",333.3
"3604",327.7
"3605",322.53
"3606",329.26
"3607",308.73
"3608",325.13
"3609",310.41
"3610",329.06
"3611",309.67
"3612",327.92
"3613",306.95
"3614",329.31
"3615",313.95
"3616",399.34
"3617",400.65
"3618",399.63
"3619",385.24
"3620",418.78
"3621",412.46
"3622",410.06
"3623",400.96
"3624",389.23
"3625",396.6
"3626",395.6
"3627",384.02
"3628",410.06
"3629",384.72
